station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
BDL,12/5/2018 12:05,-72.6825,41.9381,,,,50,3,,30.06,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051705Z AUTO 05003KT 10SM CLR 00/M09 A3005 RMK T00001090 VRB03KT  MADISHF
BDL,12/5/2018 12:10,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051710Z AUTO 00000KT 10SM CLR M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 12:15,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051715Z AUTO 00000KT 10SM CLR M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 12:20,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051720Z AUTO 00000KT 10SM CLR M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 12:25,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051725Z AUTO 00000KT 10SM CLR M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 12:30,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051730Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 12:35,-72.6825,41.9381,,,,30,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051735Z AUTO 03003KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 12:40,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051740Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 12:45,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051745Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 12:50,-72.6825,41.9381,,,,0,0,,30.04,,10,,FEW,,,,6000,,,,,,,,,,,,KBDL 051750Z AUTO 00000KT 10SM FEW060 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 12:51,-72.6825,41.9381,32,16,51.2,0,0,0,30.04,1017.6,10,,FEW,FEW,BKN,,6000,18000,20000,,,,,,,,,32,KBDL 051751Z 00000KT 10SM FEW060 FEW180 BKN200 00/M09 A3004 RMK AO2 SLP176 T00001089 10006 21078 56028
BDL,12/5/2018 12:55,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051755Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:00,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051800Z AUTO 00000KT 10SM CLR 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 13:05,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051805Z AUTO 00000KT 10SM CLR 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 13:10,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051810Z AUTO 00000KT 10SM CLR 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 13:15,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051815Z AUTO 00000KT 10SM CLR 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 13:20,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051820Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:25,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051825Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:30,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051830Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:35,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051835Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:40,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051840Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:45,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051845Z AUTO 00000KT 10SM CLR 00/M09 A3004 RMK T00001090 MADISHF
BDL,12/5/2018 13:50,-72.6825,41.9381,,,,0,0,,30.04,,10,,FEW,,,,6000,,,,,,,,,,,,KBDL 051850Z AUTO 00000KT 10SM FEW060 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 13:51,-72.6825,41.9381,33.1,15.1,47.1,0,0,0,30.04,1017.4,10,,FEW,SCT,BKN,,6000,14000,20000,,,,,,,,,33.1,KBDL 051851Z 00000KT 10SM FEW060 SCT140 BKN200 01/M09 A3004 RMK AO2 SLP174 T00061094
BDL,12/5/2018 13:55,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051855Z AUTO 00000KT 10SM CLR 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 14:00,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051900Z AUTO 00000KT 10SM CLR 00/M10 A3004 RMK T00001100 MADISHF
BDL,12/5/2018 14:05,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051905Z AUTO 00000KT 10SM CLR 01/M09 A3004 RMK T00101090 MADISHF
BDL,12/5/2018 14:10,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051910Z AUTO 00000KT 10SM CLR 01/M10 A3004 RMK T00101100 MADISHF
BDL,12/5/2018 14:15,-72.6825,41.9381,,,,260,3,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051915Z AUTO 26003KT 10SM CLR 01/M10 A3003 RMK T00101100 MADISHF
BDL,12/5/2018 14:20,-72.6825,41.9381,,,,0,0,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051920Z AUTO 00000KT 10SM CLR 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:25,-72.6825,41.9381,,,,0,0,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051925Z AUTO 00000KT 10SM CLR 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:30,-72.6825,41.9381,,,,0,0,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051930Z AUTO 00000KT 10SM CLR 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:35,-72.6825,41.9381,,,,0,0,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051935Z AUTO 00000KT 10SM CLR 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:40,-72.6825,41.9381,,,,0,0,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051940Z AUTO 00000KT 10SM CLR 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:45,-72.6825,41.9381,,,,0,0,,30.03,,10,,CLR,,,,,,,,,,,,,,,,KBDL 051945Z AUTO 00000KT 10SM CLR 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:50,-72.6825,41.9381,,,,0,0,,30.03,,10,,FEW,,,,6000,,,,,,,,,,,,KBDL 051950Z AUTO 00000KT 10SM FEW060 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 14:51,-72.6825,41.9381,33.1,15.1,47.1,0,0,0,30.03,1017,10,,FEW,FEW,SCT,BKN,6000,13000,18000,20000,,,,,,,,33.1,KBDL 051951Z 00000KT 10SM FEW060 FEW130 SCT180 BKN200 01/M09 A3003 RMK AO2 SLP170 T00061094
BDL,12/5/2018 14:55,-72.6825,41.9381,,,,0,0,,30.03,,10,,FEW,,,,12000,,,,,,,,,,,,KBDL 051955Z AUTO 00000KT 10SM FEW120 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:00,-72.6825,41.9381,,,,260,3,,30.03,,10,,SCT,,,,12000,,,,,,,,,,,,KBDL 052000Z AUTO 26003KT 10SM SCT120 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:05,-72.6825,41.9381,,,,260,3,,30.03,,10,,SCT,,,,11000,,,,,,,,,,,,KBDL 052005Z AUTO 26003KT 10SM SCT110 01/M09 A3003 RMK T00101090 VRB03KT  MADISHF
BDL,12/5/2018 15:10,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052010Z AUTO 00000KT 10SM BKN110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:15,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052015Z AUTO 00000KT 10SM BKN110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:20,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052020Z AUTO 00000KT 10SM BKN110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:25,-72.6825,41.9381,,,,0,0,,30.03,,10,,SCT,,,,11000,,,,,,,,,,,,KBDL 052025Z AUTO 00000KT 10SM SCT110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:30,-72.6825,41.9381,,,,0,0,,30.03,,10,,SCT,,,,11000,,,,,,,,,,,,KBDL 052030Z AUTO 00000KT 10SM SCT110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:35,-72.6825,41.9381,,,,0,0,,30.03,,10,,SCT,,,,11000,,,,,,,,,,,,KBDL 052035Z AUTO 00000KT 10SM SCT110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:40,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052040Z AUTO 00000KT 10SM BKN110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:45,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052045Z AUTO 00000KT 10SM BKN110 01/M09 A3003 RMK T00101090 MADISHF
BDL,12/5/2018 15:50,-72.6825,41.9381,,,,0,0,,30.03,,10,,FEW,BKN,,,6000,11000,,,,,,,,,,,KBDL 052050Z AUTO 00000KT 10SM FEW060 BKN110 01/M09 A3003 RMK T00101090  VIRGA DSNT ALQDS MADISHF
BDL,12/5/2018 15:51,-72.6825,41.9381,33.1,15.1,47.1,0,0,0,30.03,1017.1,10,,FEW,BKN,,,4000,11000,,,,,,,,,,33.1,KBDL 052051Z 00000KT 10SM FEW040 BKN110 01/M09 A3003 RMK AO2 SLP171 VIRGA DSNT ALQDS T00061094 55005
BDL,12/5/2018 15:55,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052055Z AUTO 00000KT 10SM BKN110 00/M09 A3003 RMK T00001090 MADISHF
BDL,12/5/2018 16:00,-72.6825,41.9381,,,,0,0,,30.03,,10,,OVC,,,,11000,,,,,,,,,,,,KBDL 052100Z AUTO 00000KT 10SM OVC110 00/M09 A3003 RMK T00001090 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:05,-72.6825,41.9381,,,,0,0,,30.03,,10,,OVC,,,,11000,,,,,,,,,,,,KBDL 052105Z AUTO 00000KT 10SM OVC110 00/M09 A3003 RMK T00001090 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:10,-72.6825,41.9381,,,,0,0,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052110Z AUTO 00000KT 10SM BKN110 00/M08 A3003 RMK T00001080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:15,-72.6825,41.9381,,,,360,3,,30.03,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052115Z AUTO 36003KT 10SM BKN120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:20,-72.6825,41.9381,,,,10,4,,30.03,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052120Z AUTO 01004KT 10SM BKN120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:25,-72.6825,41.9381,,,,10,4,,30.03,,10,,SCT,,,,12000,,,,,,,,,,,,KBDL 052125Z AUTO 01004KT 10SM SCT120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:30,-72.6825,41.9381,,,,20,4,,30.03,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052130Z AUTO 02004KT 10SM BKN120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:35,-72.6825,41.9381,,,,20,4,,30.03,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052135Z AUTO 02004KT 10SM BKN120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:40,-72.6825,41.9381,,,,20,4,,30.03,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052140Z AUTO 02004KT 10SM BKN120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:45,-72.6825,41.9381,,,,20,3,,30.03,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052145Z AUTO 02003KT 10SM BKN120 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 16:50,-72.6825,41.9381,,,,30,4,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052150Z AUTO 03004KT 10SM BKN110 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24 VIRGA ALQDS MADISHF
BDL,12/5/2018 16:51,-72.6825,41.9381,30,17.1,58.23,30,4,0,30.03,1017.2,10,,SCT,BKN,BKN,OVC,10000,12000,20000,25000,,,,,,,,25.08,KBDL 052151Z 03004KT 10SM SCT100 BKN120 BKN200 OVC250 M01/M08 A3003 RMK AO2 SLP172 VIRGA ALQDS T10111083 VISNO RWY 6-24 $
BDL,12/5/2018 16:55,-72.6825,41.9381,,,,40,4,,30.03,,10,,OVC,,,,11000,,,,,,,,,,,,KBDL 052155Z AUTO 04004KT 10SM OVC110 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 17:00,-72.6825,41.9381,,,,30,4,,30.03,,10,,OVC,,,,11000,,,,,,,,,,,,KBDL 052200Z AUTO 03004KT 10SM OVC110 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 17:05,-72.6825,41.9381,,,,40,4,,30.03,,10,,OVC,,,,11000,,,,,,,,,,,,KBDL 052205Z AUTO 04004KT 10SM OVC110 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 17:10,-72.6825,41.9381,,,,50,4,,30.03,,10,,OVC,,,,11000,,,,,,,,,,,,KBDL 052210Z AUTO 05004KT 10SM OVC110 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 17:15,-72.6825,41.9381,,,,40,4,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052215Z AUTO 04004KT 10SM BKN110 M01/M08 A3003 RMK T10101080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 17:20,-72.6825,41.9381,,,,40,4,,30.03,,10,,BKN,,,,11000,,,,,,,,,,,,KBDL 052220Z AUTO 04004KT 10SM BKN110 M01/M08 A3003 RMK T10101080 MADISHF
BDL,12/5/2018 17:25,-72.6825,41.9381,,,,30,3,,30.03,,10,,SCT,,,,11000,,,,,,,,,,,,KBDL 052225Z AUTO 03003KT 10SM SCT110 M01/M09 A3003 RMK T10101090 MADISHF
BDL,12/5/2018 17:30,-72.6825,41.9381,,,,0,0,,30.03,,10,,SCT,,,,11000,,,,,,,,,,,,KBDL 052230Z AUTO 00000KT 10SM SCT110 M01/M08 A3003 RMK T10101080 MADISHF
BDL,12/5/2018 17:35,-72.6825,41.9381,,,,0,0,,30.03,,10,,FEW,,,,12000,,,,,,,,,,,,KBDL 052235Z AUTO 00000KT 10SM FEW120 M01/M08 A3003 RMK T10101080 MADISHF
BDL,12/5/2018 17:40,-72.6825,41.9381,,,,30,3,,30.03,,10,,FEW,,,,12000,,,,,,,,,,,,KBDL 052240Z AUTO 03003KT 10SM FEW120 M01/M09 A3003 RMK T10101090 MADISHF
BDL,12/5/2018 17:50,-72.6825,41.9381,,,,0,0,,30.04,,10,,SCT,,,,12000,,,,,,,,,,,,KBDL 052250Z AUTO 00000KT 10SM SCT120 M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 17:51,-72.6825,41.9381,30.9,16,53.53,0,0,0,30.04,1017.4,10,,BKN,OVC,,,11000,13000,,,,,,,,,,30.9,KBDL 052251Z 00000KT 10SM BKN110 OVC130 M01/M09 A3004 RMK AO2 SLP174 T10061089 $
BDL,12/5/2018 17:55,-72.6825,41.9381,,,,0,0,,30.04,,10,,SCT,,,,12000,,,,,,,,,,,,KBDL 052255Z AUTO 00000KT 10SM SCT120 M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 18:00,-72.6825,41.9381,,,,0,0,,30.04,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052300Z AUTO 00000KT 10SM BKN120 M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 18:05,-72.6825,41.9381,,,,0,0,,30.04,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052305Z AUTO 00000KT 10SM BKN120 M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 18:10,-72.6825,41.9381,,,,0,0,,30.04,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052310Z AUTO 00000KT 10SM BKN120 M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 18:15,-72.6825,41.9381,,,,330,3,,30.04,,10,,OVC,,,,12000,,,,,,,,,,,,KBDL 052315Z AUTO 33003KT 10SM OVC120 M01/M08 A3004 RMK T10101080 MADISHF
BDL,12/5/2018 18:25,-72.6825,41.9381,,,,300,3,,30.05,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052325Z AUTO 30003KT 10SM BKN120 M01/M09 A3004 RMK T10101090 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 18:30,-72.6825,41.9381,,,,300,4,,30.05,,10,,BKN,,,,12000,,,,,,,,,,,,KBDL 052330Z AUTO 30004KT 10SM BKN120 M01/M08 A3004 RMK T10101080 MADISHF
BDL,12/5/2018 18:35,-72.6825,41.9381,,,,310,3,,30.05,,10,,SCT,,,,12000,,,,,,,,,,,,KBDL 052335Z AUTO 31003KT 10SM SCT120 M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 18:40,-72.6825,41.9381,,,,300,3,,30.05,,10,,FEW,,,,12000,,,,,,,,,,,,KBDL 052340Z AUTO 30003KT 10SM FEW120 M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 18:45,-72.6825,41.9381,,,,300,3,,30.05,,10,,FEW,,,,12000,,,,,,,,,,,,KBDL 052345Z AUTO 30003KT 10SM FEW120 M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 18:50,-72.6825,41.9381,,,,300,3,,30.05,,10,,FEW,,,,12000,,,,,,,,,,,,KBDL 052350Z AUTO 30003KT 10SM FEW120 M02/M07 A3004 RMK T10201070 MADISHF
BDL,12/5/2018 18:51,-72.6825,41.9381,28,19,68.57,300,3,0,30.05,1017.8,10,,FEW,FEW,SCT,OVC,10000,13000,19000,25000,,,,,,,,24.12,KBDL 052351Z 30003KT 10SM FEW100 FEW130 SCT190 OVC250 M02/M07 A3005 RMK AO2 SLP178 T10221072 10011 21022 53006 $
BDL,12/5/2018 18:55,-72.6825,41.9381,,,,300,4,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 052355Z AUTO 30004KT 10SM CLR M02/M07 A3004 RMK T10201070 MADISHF
BDL,12/5/2018 19:00,-72.6825,41.9381,,,,290,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060000Z AUTO 29003KT 10SM CLR M02/M07 A3004 RMK T10201070 MADISHF
BDL,12/5/2018 19:05,-72.6825,41.9381,,,,290,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060005Z AUTO 29003KT 10SM CLR M02/M07 A3004 RMK T10201070 MADISHF
BDL,12/5/2018 19:10,-72.6825,41.9381,,,,280,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060010Z AUTO 28003KT 10SM CLR M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 19:15,-72.6825,41.9381,,,,310,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060015Z AUTO 31003KT 10SM CLR M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 19:20,-72.6825,41.9381,,,,330,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060020Z AUTO 33003KT 10SM CLR M01/M09 A3004 RMK T10101090 MADISHF
BDL,12/5/2018 19:25,-72.6825,41.9381,,,,340,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060025Z AUTO 34003KT 10SM CLR M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 19:30,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060030Z AUTO 00000KT 10SM CLR M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 19:35,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060035Z AUTO 00000KT 10SM CLR M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 19:40,-72.6825,41.9381,,,,310,3,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060040Z AUTO 31003KT 10SM CLR M02/M08 A3004 RMK T10201080 MADISHF
BDL,12/5/2018 19:50,-72.6825,41.9381,,,,310,4,,30.04,,10,,FEW,FEW,,,6500,10000,,,,,,,,,,,KBDL 060050Z AUTO 31004KT 10SM FEW065 FEW100 M03/M08 A3004 RMK T10301080 MADISHF
BDL,12/5/2018 19:51,-72.6825,41.9381,27,18,68.45,310,4,0,30.04,1017.6,10,,FEW,FEW,FEW,BKN,6500,10000,19000,25000,,,,,,,,21.58,KBDL 060051Z 31004KT 10SM FEW065 FEW100 FEW190 BKN250 M03/M08 A3004 RMK AO2 SLP176 T10281078 $
BDL,12/5/2018 20:00,-72.6825,41.9381,,,,300,4,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060100Z AUTO 30004KT 10SM CLR M03/M07 A3004 RMK T10301070 MADISHF
BDL,12/5/2018 20:05,-72.6825,41.9381,,,,320,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060105Z AUTO 32003KT 10SM CLR M03/M08 A3004 RMK T10301080 MADISHF
BDL,12/5/2018 20:10,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060110Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 MADISHF
BDL,12/5/2018 20:15,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060115Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:20,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060120Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:25,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060125Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:30,-72.6825,41.9381,,,,0,0,,30.04,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060130Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:35,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060135Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:40,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060140Z AUTO 00000KT 10SM CLR M03/M07 A3004 RMK T10301070 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:45,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060145Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:50,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060150Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 20:51,-72.6825,41.9381,27,17.1,65.84,0,0,0,30.05,1017.8,10,,FEW,FEW,SCT,,6500,10000,25000,,,,,,,,,27,KBDL 060151Z 00000KT 10SM FEW065 FEW100 SCT250 M03/M08 A3005 RMK AO2 SLP178 T10281083 VISNO RWY 6-24 $
BDL,12/5/2018 20:55,-72.6825,41.9381,,,,280,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060155Z AUTO 28003KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 21:00,-72.6825,41.9381,,,,0,0,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060200Z AUTO 00000KT 10SM CLR M03/M08 A3004 RMK T10301080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 21:05,-72.6825,41.9381,,,,310,3,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060205Z AUTO 31003KT 10SM CLR M04/M08 A3004 RMK T10401080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 21:10,-72.6825,41.9381,,,,300,4,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060210Z AUTO 30004KT 10SM CLR M04/M08 A3004 RMK T10401080 VISNO RWY 6-24  MADISHF
BDL,12/5/2018 21:15,-72.6825,41.9381,,,,300,4,,30.05,,10,,CLR,,,,,,,,,,,,,,,,KBDL 060215Z AUTO 30004KT 10SM CLR M04/M08 A3004 RMK T10401080 VISNO RWY 6-24  MADISHF
